task_id,dataset_id,dataset_name,n_valid_folds,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,roc_auc_mean,roc_auc_std,log_loss_mean,log_loss_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,n_train_mean,n_train_std,n_test_mean,n_test_std,seed,error
3,3.0,kr-vs-kp,10,Binary,3196.0,36.0,2.0,1.0929927963326784,0.992801724137931,0.004903699363988946,0.9927848458980018,0.004916023765808374,0.992801724137931,0.004903699363988946,0.9929697400492523,0.0047316762211161495,0.9927151759432631,0.005024296769697248,0.9967565911049077,0.003988013653726989,0.09420704368146275,0.07834343267793249,0.7489393835887312,0.4272334367937505,0.7118571346160024,0.018886075689043134,2876.4,0.5163977794943223,319.6,0.5163977794943223,42.0,
6,6.0,letter,0,,20000.0,16.0,26.0,1.1076294277929155,,,,,,,,,,,,,,,,,,,,,,,,"Dataset has 26 classes, exceeds limit of 10"
11,11.0,balance-scale,10,Multiclass,625.0,4.0,3.0,5.877551020408164,0.9551459293394778,0.021229575453651048,0.9100750000598762,0.03558537714532955,0.9551459293394778,0.021229575453651048,0.8859669768290457,0.04034386713903515,0.9620525451559935,0.020626745130851894,0.9893789235982574,0.010215834043784497,0.5138984388184544,0.34440493050731835,0.44433992910198866,0.03239464317753732,0.11755433306097984,0.00042594074759217635,562.5,0.5270462766947299,62.5,0.5270462766947299,42.0,
12,12.0,mfeat-factors,10,Multiclass,2000.0,216.0,10.0,1.0,0.9829999999999999,0.008232726023485654,0.983022057959157,0.00822668573058616,0.9829999999999999,0.008232726023485654,0.9838286625655048,0.007822015517399092,0.9829999999999999,0.008232726023485602,0.9988875,0.0011839810506329568,0.17778312878189687,0.08826363483154438,0.800652668857947,0.12791779678432916,1.853380012884736,0.020982208440334525,1800.0,0.0,200.0,0.0,42.0,
14,14.0,mfeat-fourier,10,Multiclass,2000.0,76.0,10.0,1.0,0.8415000000000001,0.03317043529677863,0.8401328047720036,0.032381019329710714,0.8415000000000001,0.03317043529677863,0.8444856032732766,0.03155828648745767,0.8415000000000001,0.033170435296778635,0.979998611111111,0.0058967578235177955,1.365174337403815,0.32055060893892867,0.5455051925498993,0.012384474110596823,0.737919229734689,0.0010297098437915425,1800.0,0.0,200.0,0.0,42.0,
15,15.0,breast-w,10,Binary,699.0,9.0,2.0,1.900414937759336,0.9713871635610767,0.022335696972936216,0.968873650331725,0.02432130375200383,0.9713871635610767,0.022335696972936216,0.9642224655376831,0.02640896445643192,0.975175120772947,0.02185939274113472,0.9798649758454105,0.01496872136754382,0.43667182947703315,0.34856523560101815,0.4700788221322,0.08537041595432635,0.15338504272513093,0.024120820769198865,629.1,0.31622776601683794,69.9,0.31622776601683794,42.0,
16,16.0,mfeat-karhunen,10,Multiclass,2000.0,64.0,10.0,1.0,0.9819999999999999,0.006324555320336764,0.9820046207188637,0.006369779510433289,0.9819999999999999,0.006324555320336764,0.9829114188633639,0.006044124576850134,0.9819999999999999,0.0063245553203367605,0.9992944444444444,0.000506296093093809,0.20082722580147055,0.07305483869331181,0.5347505967598408,0.030271272844016973,0.6451200531329959,6.281440725511516e-05,1800.0,0.0,200.0,0.0,42.0,
18,18.0,mfeat-morphological,10,Multiclass,2000.0,6.0,10.0,1.0,0.738,0.024743124746527536,0.734158323546635,0.02579287075426136,0.738,0.024743124746527536,0.7402841075662048,0.028226283502338124,0.738,0.024743124746527533,0.9633097222222222,0.008256850800017179,1.4276249833290038,0.34507085220281036,0.44253399604931476,0.004163974548349708,0.23720381688326597,0.0006014690704170747,1800.0,0.0,200.0,0.0,42.0,
22,22.0,mfeat-zernike,10,Multiclass,2000.0,47.0,10.0,1.0,0.8165000000000001,0.029159522934673957,0.8125028942710253,0.030229834533717744,0.8165000000000001,0.029159522934673957,0.810707663058289,0.031208023682923466,0.8165000000000001,0.02915952293467398,0.9800833333333333,0.002383274697831192,0.6045609100536092,0.2612243099690303,0.5190033941529691,0.02771839772999359,0.521514689642936,7.731234543539171e-05,1800.0,0.0,200.0,0.0,42.0,
23,23.0,cmc,10,Multiclass,1473.0,9.0,3.0,1.8888888888888888,0.5608108108108107,0.03644489414716505,0.5385295062908912,0.03428739037780699,0.5608108108108107,0.03644489414716505,0.5523499038696448,0.03556567713549697,0.535451804854082,0.03488430353162406,0.7192392375467371,0.03621413094978432,5.524125104556079,0.5207559405294202,0.45329111628234386,0.005938071559395786,0.20451503857038916,0.0008408564754587627,1325.7,0.48304589153964794,147.3,0.48304589153964794,42.0,
28,28.0,optdigits,10,Multiclass,5620.0,64.0,10.0,1.032490974729242,0.9919928825622776,0.0049089399042843524,0.9920216207798023,0.004887841377404729,0.9919928825622776,0.0049089399042843524,0.9922110639752353,0.00474511807175661,0.9920010881435564,0.004931617998401722,0.9998046521385173,0.0002073284066731529,0.07676363969736849,0.047950740675296026,0.6298550805542618,0.00228193077672489,1.7648697189055382,0.0008170656135000313,5058.0,0.0,562.0,0.0,42.0,
29,29.0,credit-approval,10,Binary,690.0,15.0,2.0,1.247557003257329,0.8826086956521738,0.042363596653900965,0.8810982423398578,0.04292616633332585,0.8826086956521738,0.042363596653900965,0.8815526033209423,0.04278194796704477,0.881140350877193,0.04308408204512625,0.8942246745897002,0.03898522598289784,1.7659995960616441,0.653594508877466,0.5396257625892759,0.11689884760470534,0.17757388832978904,0.030377124137383055,621.0,0.0,69.0,0.0,42.0,
